央视,#genre#
深圳卫视,http://223.110.241.150:6610/gitv/live1/G_SHENZHEN-CQ/G_SHENZHEN-CQ/#http://223.110.241.150:6610/gitv/live1/G_SHENZHEN/G_SHENZHEN/#http://112.17.40.145/PLTV/88888888/224/3221226203/index.m3u8#http://112.17.40.145/PLTV/88888888/224/3221226543/index.m3u8#http://112.17.40.145/PLTV/88888888/224/3221226486/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226203/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226543/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226486/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225700/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225741/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225828/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225827/index.m3u8#http://39.134.185.235/PLTV/88888888/224/3221226203/index.m3u8#http://39.134.185.235/PLTV/88888888/224/3221226486/index.m3u8#http://39.134.185.235/PLTV/88888888/224/3221226543/index.m3u8#http://39.134.185.235/PLTV/88888888/224/3221226203/index.m3u8#http://39.134.185.235/PLTV/88888888/224/3221226486/index.m3u8#http://39.134.185.235/PLTV/88888888/224/3221226543/index.m3u8
山东卫视,http://223.110.241.150:6610/gitv/live1/G_SHANDONG-CQ/G_SHANDONG-CQ/#http://223.110.241.150:6610/gitv/live1/SDWS/SDWS/#http://112.17.40.145/PLTV/88888888/224/3221226410/index.m3u8#http://112.17.40.145/PLTV/88888888/224/3221226587/index.m3u8#http://112.17.40.145/PLTV/88888888/224/3221226162/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226410/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226144/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226587/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225697/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225738/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225802/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225801/index.m3u8#http://39.134.185.235/PLTV/88888888/224/3221226144/index.m3u8#http://39.134.185.235/PLTV/88888888/224/3221226410/index.m3u8#http://39.134.185.235/PLTV/88888888/224/3221226587/index.m3u8#http://39.134.185.235/PLTV/88888888/224/3221226144/index.m3u8#http://39.134.185.235/PLTV/88888888/224/3221226410/index.m3u8#http://39.134.185.235/PLTV/88888888/224/3221226587/index.m3u8
辽宁卫视,http://223.110.241.150:6610/gitv/live1/G_LIAONING-CQ/G_LIAONING-CQ/#http://223.110.241.150:6610/gitv/live1/LNWS/LNWS/#http://112.17.40.145/PLTV/88888888/224/3221226148/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226553/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225696/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225735/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225850/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225849/index.m3u8
江西卫视,http://223.110.241.150:6610/gitv/live1/JXWS/JXWS/#http://112.17.40.145/PLTV/88888888/224/3221226557/index.m3u8#http://112.17.40.145/PLTV/88888888/224/3221226128/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226557/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225852/index.m3u8#http://39.134.185.235/PLTV/88888888/224/3221226128/index.m3u8#http://39.134.185.235/PLTV/88888888/224/3221226557/index.m3u8#http://39.134.185.235/PLTV/88888888/224/3221226128/index.m3u8#http://39.134.185.235/PLTV/88888888/224/3221226557/index.m3u8
湖北卫视,http://223.110.241.150:6610/gitv/live1/G_HUBEI-CQ/G_HUBEI-CQ/#http://223.110.241.150:6610/gitv/live1/G_HUBEI/G_HUBEI/#http://112.17.40.145/PLTV/88888888/224/3221226547/index.m3u8#http://112.17.40.145/PLTV/88888888/224/3221226197/index.m3u8#http://112.17.40.145/PLTV/88888888/224/3221226494/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226197/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226547/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226494/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225699/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225740/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225799/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225800/index.m3u8#http://39.134.185.235/PLTV/88888888/224/3221226197/index.m3u8#http://39.134.185.235/PLTV/88888888/224/3221226494/index.m3u8#http://39.134.185.235/PLTV/88888888/224/3221226547/index.m3u8#http://39.134.185.235/PLTV/88888888/224/3221226197/index.m3u8#http://39.134.185.235/PLTV/88888888/224/3221226494/index.m3u8#http://39.134.185.235/PLTV/88888888/224/3221226547/index.m3u8
黑龙江卫视,http://223.110.241.150:6610/gitv/live1/G_HEILONGJIANG-CQ/G_HEILONGJIANG-CQ/#http://223.110.241.150:6610/gitv/live1/G_HEILONGJIANG/G_HEILONGJIANG/#http://112.17.40.140/PLTV/88888888/224/3221226201/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226555/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226492/index.m3u8#http://112.17.40.145/PLTV/88888888/224/3221226555/index.m3u8#http://112.17.40.145/PLTV/88888888/224/3221226492/index.m3u8#http://112.17.40.145/PLTV/88888888/224/3221226201/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225690/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225736/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225797/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225798/index.m3u8#http://39.134.185.235/PLTV/88888888/224/3221226201/index.m3u8#http://39.134.185.235/PLTV/88888888/224/3221226555/index.m3u8#http://39.134.185.235/PLTV/88888888/224/3221226201/index.m3u8#http://39.134.185.235/PLTV/88888888/224/3221226555/index.m3u8
河南卫视,http://223.110.241.150:6610/gitv/live1/HENAN/HENAN/#http://ivi.bupt.edu.cn/hls/hntv.m3u8
河北卫视,http://223.110.241.150:6610/gitv/live1/G_HEBEI/G_HEBEI/
天津卫视,http://223.110.241.150:6610/gitv/live1/G_TIANJIN-CQ/G_TIANJIN-CQ/#http://223.110.241.150:6610/gitv/live1/TJWS/TJWS/#http://112.17.40.145/PLTV/88888888/224/3221226412/index.m3u8#http://112.17.40.145/PLTV/88888888/224/3221226182/index.m3u8#http://112.17.40.145/PLTV/88888888/224/3221226488/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226412/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226182/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226488/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225698/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225739/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225804/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225803/index.m3u8#http://39.134.185.235/PLTV/88888888/224/3221226182/index.m3u8#http://39.134.185.235/PLTV/88888888/224/3221226412/index.m3u8#http://39.134.185.235/PLTV/88888888/224/3221226182/index.m3u8#http://39.134.185.235/PLTV/88888888/224/3221226412/index.m3u8
海南卫视,http://223.110.241.150:6610/gitv/live1/LYWS/LYWS/#http://112.17.40.140/PLTV/88888888/224/3221226116/index.m3u8
贵州卫视,http://223.110.241.150:6610/gitv/live1/G_GUIZHOU/G_GUIZHOU/#http://112.17.40.145/PLTV/88888888/224/3221226146/index.m3u8
广西卫视,http://223.110.241.150:6610/gitv/live1/GXWS/GXWS/#http://112.17.40.145/PLTV/88888888/224/3221226211/index.m3u8
东南卫视,http://223.110.241.150:6610/gitv/live1/DNWS/DNWS/#http://39.135.138.59:18890/PLTV/88888910/224/3221225657/index.m3u8
吉林卫视,http://223.110.241.150:6610/gitv/live1/G_JILIN/G_JILIN/#http://112.17.40.145/PLTV/88888888/224/3221226158/index.m3u8
山西卫视,http://223.110.241.150:6610/gitv/live1/SXWS/SXWS/
青海卫视,http://223.110.241.150:6610/gitv/live1/G_QINGHAI/G_QINGHAI/#http://112.17.40.145/PLTV/88888888/224/3221226191/index.m3u8
内蒙古卫视,http://223.110.241.150:6610/gitv/live1/G_NEIMENGGU/G_NEIMENGGU/#http://112.17.40.145/PLTV/88888888/224/3221226174/index.m3u8
云南卫视,http://223.110.241.150:6610/gitv/live1/G_YUNNAN/G_YUNNAN/#http://112.17.40.145/PLTV/88888888/224/3221226241/index.m3u8
宁夏卫视,http://223.110.241.150:6610/gitv/live1/G_NINGXIA/G_NINGXIA/#http://112.17.40.145/PLTV/88888888/224/3221226209/index.m3u8
新疆卫视,http://223.110.241.150:6610/gitv/live1/G_XINJIANG/G_XINJIANG/
甘肃卫视,http://223.110.241.150:6610/gitv/live1/G_GANSU/G_GANSU/#http://112.17.40.145/PLTV/88888888/224/3221226187/index.m3u8
西藏卫视,http://223.110.241.150:6610/gitv/live1/G_XIZANG/G_XIZANG/#http://112.17.40.145/PLTV/88888888/224/3221226160/index.m3u8
陕西卫视,http://223.110.241.150:6610/gitv/live1/G_SHANXI/G_SHANXI/#http://112.17.40.145/PLTV/88888888/224/3221226177/index.m3u8
兵团卫视,http://223.110.241.150:6610/gitv/live1/G_BINGTUAN/G_BINGTUAN/#http://112.17.40.145/PLTV/88888888/224/3221226186/index.m3u8
南方卫视（广东）,http://223.110.241.150:6610/gitv/live1/G_NANFANG/G_NANFANG/
浙江,#genre#
浙江钱江,http://hw-m-l.cztv.com/channels/lantian/channel02/1080p.m3u8?k=ace136d16e3700972b06cca5316b34d8&t=1577153432#http://hw-m-l.cztv.com/channels/lantian/channel02/1080p.m3u8?k=ace136d16e3700972b06cca5316b34d8&t=1577153432
浙江民生,http://hw-m-l.cztv.com/channels/lantian/channel06/1080p.m3u8?k=7902d458851930a3cab9763349e1425c&t=1577153702#http://hw-m-l.cztv.com/channels/lantian/channel06/1080p.m3u8?k=7902d458851930a3cab9763349e1425c&t=1577153702
浙江公共,http://hw-m-l.cztv.com/channels/lantian/channel07/1080p.m3u8?k=4812130c6c3788cf5c6a6ba64a47678c&t=1577153743#http://hw-m-l.cztv.com/channels/lantian/channel07/1080p.m3u8?k=4812130c6c3788cf5c6a6ba64a47678c&t=1577153743
浙江经视,http://yd-m-l.cztv.com/channels/lantian/channel03/1080p.m3u8?k=3bc164885721feecc386b066a39b8567&t=1577153471#http://yd-m-l.cztv.com/channels/lantian/channel03/1080p.m3u8?k=3bc164885721feecc386b066a39b8567&t=1577153471
浙江影视,http://yd-m-l.cztv.com/channels/lantian/channel05/1080p.m3u8?k=79b277c166767a9e072b9629b446d4e9&t=1577153637#http://yd-m-l.cztv.com/channels/lantian/channel05/1080p.m3u8?k=79b277c166767a9e072b9629b446d4e9&t=1577153637
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8?k=1a7559a51eeb880b021619a07f463ac4&t=1577153787#http://hw-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8?k=1a7559a51eeb880b021619a07f463ac4&t=1577153787
浙江留学,http://hw-m-l.cztv.com/channels/lantian/channel09/1080p.m3u8?k=e50bfc43311fc5aecad39f294634bb01&t=1577153817#http://hw-m-l.cztv.com/channels/lantian/channel09/1080p.m3u8?k=e50bfc43311fc5aecad39f294634bb01&t=1577153817
浙江国际,http://hw-m-l.cztv.com/channels/lantian/channel10/1080p.m3u8?k=48877e6c28c2a0215eb8712eb48b888d&t=1577153884#http://hw-m-l.cztv.com/channels/lantian/channel10/1080p.m3u8?k=48877e6c28c2a0215eb8712eb48b888d&t=1577153884
杭州HTV-1,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229307/index.m3u8
杭州HTV-2,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229310/index.m3u8
杭州HTV-3,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229313/index.m3u8
杭州HTV-4,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229377/index.m3u8
杭州HTV-5,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229316/index.m3u8
嘉兴海盐新闻综合,http://haiyan.liveyun.hoge.cn/xwpd/sd/live.m3u8
丽水新闻综合,http://video.lsol.com.cn/applive_lstv1/manifest.m3u8
丽水文化休闲,http://video.lsol.com.cn/applive_lstv3/manifest.m3u8
余姚幸福生活,http://l.cztvcloud.com/channels/lantian/SXyuyao3/720p.m3u8
乐清生活频道,http://33809.hlsplay.aodianyun.com/guangdianyun_33809/tv_channel_171.m3u8
镇海综合频道,http://stream.zhxwzx.com/1/sd/live.m3u8
金华新闻综合,http://stream2.jinhua.com.cn/xwzh/app/live.m3u8
舟山群岛旅游,http://live.wifizs.cn/qdly/sd/live.m3u8
湖州新闻综合,http://live2.hzitv.cn/tslslive/zyys888/hls/live_sd.m3u8
湖州文化娱乐,http://live2.hzitv.cn/tslslive/rk8Z088/hls/live_sd.m3u8
东阳新闻综合,http://stream.dybtv.com/xwzh/GQ/live.m3u8
乐清新闻,http://33809.hlsplay.aodianyun.com/guangdianyun_33809/tv_channel_170.m3u8
奉化新闻综合,http://stream.fhtv.net.cn/zhpd/sd/live.m3u8
奉化生活娱乐,http://stream.fhtv.net.cn/ylpd/sd/live.m3u8
镇海先锋影视,http://stream.zhxwzx.com/2/sd/live.m3u8
金华教育科技,http://stream.jinhua.com.cn/jykj/app/live.m3u8
金华公共频道,http://stream2.jinhua.com.cn/jjsh/app/live.m3u8
金华都市农村,http://stream.jinhua.com.cn/dsnc/app/live.m3u8
舟山新闻综合,http://live.wifizs.cn/xwzh/sd/live.m3u8#http://stream.wifizs.cn/xwzh/sd/live.m3u8
舟山公共生活,http://live.wifizs.cn/ggsh/sd/live.m3u8
湖州公共民生,http://live2.hzitv.cn/tslslive/z6NexHK/hls/live_sd.m3u8
温州经济科教,http://hls.dhtv.cn:8080/live/v2_12.m3u8
温州都市生活,http://hls.dhtv.cn:8080/live/v3_13.m3u8
温州公共频道,http://hls.dhtv.cn:8080/live/v4_14.m3u8
萧山新闻综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8
萧山生活频道,http://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8
余姚新闻综合,http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8
余姚姚江文化,http://l.cztvcloud.com/channels/lantian/SXyuyao2/720p.m3u8
嵊州新闻综合,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8
上虞新闻综合,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8
上虞经济文化,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8
上虞新商都,http://l.cztvcloud.com/channels/lantian/SXshangyu3/720p.m3u8
新昌新闻综合,http://l.cztvcloud.com/channels/lantian/SXxinchang1/720p.m3u8
新昌休闲影视,http://l.cztvcloud.com/channels/lantian/SXxinchang2/720p.m3u8
东阳影视生活,http://stream.dybtv.com/yssh/GQ/live.m3u8
轮播,#genre#
NEW爱情喜剧,http://39.135.138.59:18890/PLTV/88888910/224/3221225748/index.m3u8#http://112.17.40.145/PLTV/88888888/224/3221226660/index.m3u8
NEW超级电视剧,http://39.135.138.59:18890/PLTV/88888910/224/3221225625/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225765/index.m3u8
NEW超级电影,http://39.135.138.59:18890/PLTV/88888910/224/3221225623/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225766/index.m3u8
NEW超级体育,http://39.135.138.59:18890/PLTV/88888910/224/3221225622/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225648/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225767/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225912/index.m3u8
NEW超级综艺,http://39.135.138.59:18890/PLTV/88888910/224/3221225620/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225768/index.m3u8
NEW潮妈辣婆,http://39.135.138.59:18890/PLTV/88888910/224/3221225708/index.m3u8#http://112.17.40.145/PLTV/88888888/224/3221226666/index.m3u8
NEW动作电影,http://112.17.40.145/PLTV/88888888/224/3221226747/index.m3u8
NEW古装剧场,http://112.17.40.145/PLTV/88888888/224/3221226753/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225678/index.m3u8
NEW海外剧场,http://112.17.40.145/PLTV/88888888/224/3221226662/index.m3u8
NEW家庭剧场,http://112.17.40.145/PLTV/88888888/224/3221226642/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225713/index.m3u8#http://112.17.40.145/PLTV/88888888/224/3221226668/index.m3u8
NEW江西,http://39.135.138.59:18890/PLTV/88888910/224/3221225979/index.m3u8
NEW金牌综艺,http://39.135.138.59:18890/PLTV/88888910/224/3221225711/index.m3u8#http://112.17.40.145/PLTV/88888888/224/3221226749/index.m3u8
NEW惊悚悬疑,http://39.135.138.59:18890/PLTV/88888910/224/3221225717/index.m3u8#http://112.17.40.145/PLTV/88888888/224/3221226656/index.m3u8
NEW精品大剧,http://39.135.138.59:18890/PLTV/88888910/224/3221225714/index.m3u8
NEW精品纪录,http://39.135.138.59:18890/PLTV/88888910/224/3221225710/index.m3u8#http://112.17.40.145/PLTV/88888888/224/3221226763/index.m3u8
NEW精品体育,http://39.135.138.59:18890/PLTV/88888910/224/3221225709/index.m3u8#http://112.17.40.145/PLTV/88888888/224/3221226819/index.m3u8
NEW军旅剧场,http://39.135.138.59:18890/PLTV/88888910/224/3221225669/index.m3u8#http://112.17.40.145/PLTV/88888888/224/3221226682/index.m3u8
NEW军事评论,http://112.17.40.145/PLTV/88888888/224/3221226658/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225757/index.m3u8
NEW明星大片,http://112.17.40.145/PLTV/88888888/224/3221226751/index.m3u8
NEW农业致富,http://112.17.40.145/PLTV/88888888/224/3221226664/index.m3u8
NEW武博世界,http://112.17.40.145/PLTV/88888888/224/3221226737/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225656/index.m3u8
NEW炫舞未来,http://39.135.138.59:18890/PLTV/88888910/224/3221225707/index.m3u8#http://112.17.40.145/PLTV/88888888/224/3221226817/index.m3u8
NEW怡伴健康,http://112.17.40.145/PLTV/88888888/224/3221226757/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225666/index.m3u8
NEW中国功夫,http://39.135.138.59:18890/PLTV/88888910/224/3221225660/index.m3u8#http://112.17.40.145/PLTV/88888888/224/3221226759/index.m3u8
SRTV1,http://112.17.40.145/PLTV/88888888/224/3221226479/index.m3u8
电视剧,http://112.17.40.145/PLTV/88888888/224/3221226176/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225716/index.m3u8
动画TV,http://112.17.40.145/PLTV/88888888/224/3221226178/index.m3u8
都市剧场,http://112.17.40.145/PLTV/88888888/224/3221226825/index.m3u8#http://39.134.185.235/PLTV/88888888/224/3221226825/index.m3u8#http://39.134.185.235/PLTV/88888888/224/3221226825/index.m3u8
高清,http://112.17.40.145/PLTV/88888888/224/3221226179/index.m3u8
杭州文化,http://112.17.40.145/PLTV/88888888/224/3221226181/index.m3u8
好莱坞,http://112.17.40.145/PLTV/88888888/224/3221226606/index.m3u8
黑莓电影,http://39.135.138.59:18890/PLTV/88888910/224/3221225718/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225769/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225764/index.m3u8#http://39.134.185.235/PLTV/88888888/224/3221226755/index.m3u8#http://112.17.40.145/PLTV/88888888/224/3221226755/index.m3u8#http://39.134.185.235/PLTV/88888888/224/3221226755/index.m3u8
纪实,http://112.17.40.145/PLTV/88888888/224/3221226360/index.m3u8
纪实1,http://112.17.40.145/PLTV/88888888/224/3221226695/index.m3u8
纪实类,http://112.17.40.145/PLTV/88888888/224/3221226608/index.m3u8
纪实人文,http://39.135.138.59:18890/PLTV/88888910/224/3221225654/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225655/index.m3u8
金鹰纪实,http://112.17.40.145/PLTV/88888888/224/3221226831/index.m3u8#http://39.134.185.235/PLTV/88888888/224/3221226831/index.m3u8#http://39.134.185.235/PLTV/88888888/224/3221226831/index.m3u8
求索动物,http://39.134.185.235/PLTV/88888888/224/3221226695/index.m3u8#http://39.134.185.235/PLTV/88888888/224/3221226695/index.m3u8
求索纪录,http://39.134.185.235/PLTV/88888888/224/3221226610/index.m3u8#http://39.134.185.235/PLTV/88888888/224/3221226610/index.m3u8
求索纪实,http://112.17.40.145/PLTV/88888888/224/3221226610/index.m3u8
求索科技,http://39.134.185.235/PLTV/88888888/224/3221226608/index.m3u8#http://39.134.185.235/PLTV/88888888/224/3221226608/index.m3u8
求索生活,http://39.134.185.235/PLTV/88888888/224/3221226606/index.m3u8#http://39.134.185.235/PLTV/88888888/224/3221226606/index.m3u8
未知1,http://39.134.185.235/PLTV/88888888/224/3221226179/index.m3u8#http://39.134.185.235/PLTV/88888888/224/3221226179/index.m3u8
未知2,http://39.134.185.235/PLTV/88888888/224/3221226360/index.m3u8#http://39.134.185.235/PLTV/88888888/224/3221226360/index.m3u8
未知3,http://39.134.185.235/PLTV/88888888/224/3221226479/index.m3u8#http://39.134.185.235/PLTV/88888888/224/3221226479/index.m3u8
音乐,http://39.134.185.235/PLTV/88888888/224/3221226120/index.m3u8#http://39.134.185.235/PLTV/88888888/224/3221226120/index.m3u8
影视 - 1,http://39.134.185.235/PLTV/88888888/224/3221226751/index.m3u8#http://39.134.185.235/PLTV/88888888/224/3221226751/index.m3u8
影视 - 2,http://39.134.185.235/PLTV/88888888/224/3221226662/index.m3u8#http://39.134.185.235/PLTV/88888888/224/3221226662/index.m3u8
影视 - 3,http://39.134.185.235/PLTV/88888888/224/3221226176/index.m3u8#http://39.134.185.235/PLTV/88888888/224/3221226176/index.m3u8
影视 - 4,http://39.134.185.235/PLTV/88888888/224/3221226245/index.m3u8#http://39.134.185.235/PLTV/88888888/224/3221226178/index.m3u8#http://39.134.185.235/PLTV/88888888/224/3221226178/index.m3u8#http://39.134.185.235/PLTV/88888888/224/3221226245/index.m3u8
BesTV,http://112.17.40.145/PLTV/88888888/224/3221226756/index.m3u8
BesTV 4K,http://117.148.187.37/PLTV/88888888/224/3221226718/index.m3u8#http://39.134.185.235/PLTV/88888888/224/3221226718/index.m3u8#http://112.17.40.145/PLTV/88888888/224/3221226718/index.m3u8#http://39.134.185.235/PLTV/88888888/224/3221226718/index.m3u8
CCTV 4K,http://117.148.187.83/PLTV/88888888/224/3221226758/index.m3u8
EVRTV,http://112.17.40.145/PLTV/88888888/224/3221226481/index.m3u8
HGTV,http://112.17.40.145/PLTV/88888888/224/3221226245/index.m3u8
动作电影,http://39.134.185.235/PLTV/88888888/224/3221226747/index.m3u8#http://39.134.185.235/PLTV/88888888/224/3221226747/index.m3u8
古装剧场,http://39.134.185.235/PLTV/88888888/224/3221226753/index.m3u8#http://39.134.185.235/PLTV/88888888/224/3221226753/index.m3u8
爱情喜剧,http://39.134.185.235/PLTV/88888888/224/3221226660/index.m3u8#http://39.134.185.235/PLTV/88888888/224/3221226660/index.m3u8
家庭剧场,http://39.134.185.235/PLTV/88888888/224/3221226642/index.m3u8#http://39.134.185.235/PLTV/88888888/224/3221226642/index.m3u8
潮妈辣婆,http://39.134.185.235/PLTV/88888888/224/3221226666/index.m3u8#http://39.134.185.235/PLTV/88888888/224/3221226666/index.m3u8
武博世界,http://39.134.185.235/PLTV/88888888/224/3221226737/index.m3u8#http://39.134.185.235/PLTV/88888888/224/3221226737/index.m3u8
炫舞未来,http://39.134.185.235/PLTV/88888888/224/3221226817/index.m3u8#http://39.134.185.235/PLTV/88888888/224/3221226817/index.m3u8
怡伴健康,http://39.134.185.235/PLTV/88888888/224/3221226757/index.m3u8#http://39.134.185.235/PLTV/88888888/224/3221226757/index.m3u8
影视 - 5,http://39.134.185.235/PLTV/88888888/224/3221226181/index.m3u8#http://39.134.185.235/PLTV/88888888/224/3221226181/index.m3u8
金牌综艺,http://39.134.185.235/PLTV/88888888/224/3221226749/index.m3u8#http://39.134.185.235/PLTV/88888888/224/3221226749/index.m3u8
惊悚悬疑,http://39.134.185.235/PLTV/88888888/224/3221226656/index.m3u8#http://39.134.185.235/PLTV/88888888/224/3221226656/index.m3u8
精品大剧,http://39.134.185.235/PLTV/88888888/224/3221226668/index.m3u8#http://39.134.185.235/PLTV/88888888/224/3221226668/index.m3u8
精品纪录,http://39.134.185.235/PLTV/88888888/224/3221226735/index.m3u8#http://39.134.185.235/PLTV/88888888/224/3221226763/index.m3u8#http://39.134.185.235/PLTV/88888888/224/3221226735/index.m3u8#http://39.134.185.235/PLTV/88888888/224/3221226763/index.m3u8
精品体育,http://39.134.185.235/PLTV/88888888/224/3221226819/index.m3u8#http://39.134.185.235/PLTV/88888888/224/3221226819/index.m3u8
军旅剧场,http://39.134.185.235/PLTV/88888888/224/3221226682/index.m3u8#http://39.134.185.235/PLTV/88888888/224/3221226682/index.m3u8
军事评论,http://39.134.185.235/PLTV/88888888/224/3221226658/index.m3u8#http://39.134.185.235/PLTV/88888888/224/3221226658/index.m3u8
农业致富,http://39.134.185.235/PLTV/88888888/224/3221226664/index.m3u8#http://39.134.185.235/PLTV/88888888/224/3221226664/index.m3u8
公共频道,http://39.135.138.59:18890/PLTV/88888910/224/3221225775/index.m3u8
吉州,http://39.135.138.59:18890/PLTV/88888910/224/3221225679/index.m3u8
新闻频道,http://39.135.138.59:18890/PLTV/88888910/224/3221225774/index.m3u8
黑莓电竞,http://39.135.138.59:18890/PLTV/88888910/224/3221225653/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225749/index.m3u8
杭州源,#genre#
CCTV1HD,http://112.17.40.145/PLTV/88888888/224/3221226527/index.m3u8#http://112.17.40.145/PLTV/88888888/224/3221226589/index.m3u8
CCTV2HD,http://112.17.40.145/PLTV/88888888/224/3221226468/index.m3u8
CCTV3HD,http://112.17.40.145/PLTV/88888888/224/3221226431/index.m3u8#http://112.17.40.145/PLTV/88888888/224/3221226485/index.m3u8
CCTV4HD,http://112.17.40.145/PLTV/88888888/224/3221226562/index.m3u8
CCTV4,http://112.17.40.145/PLTV/88888888/224/3221226171/index.m3u8
CCTV5HD,http://112.17.40.145/PLTV/88888888/224/3221226328/index.m3u8#http://112.17.40.145/PLTV/88888888/224/3221226537/index.m3u8
CCTV5+HD,http://112.17.40.145/PLTV/88888888/224/3221226166/index.m3u8
CCTV6HD,http://112.17.40.145/PLTV/88888888/224/3221226433/index.m3u8#http://112.17.40.145/PLTV/88888888/224/3221226487/index.m3u8
CCTV7HD,http://112.17.40.145/PLTV/88888888/224/3221226470/index.m3u8
CCTV8HD,http://112.17.40.145/PLTV/88888888/224/3221226330/index.m3u8#http://112.17.40.145/PLTV/88888888/224/3221226493/index.m3u8
CCTV9HD,http://112.17.40.145/PLTV/88888888/224/3221226561/index.m3u8
CCTV10HD,http://112.17.40.145/PLTV/88888888/224/3221226472/index.m3u8
CCTV11,http://112.17.40.145/PLTV/88888888/224/3221226219/index.m3u8#http://112.17.40.145/PLTV/88888888/224/3221226554/index.m3u8#http://112.17.40.145/PLTV/88888888/224/3221226560/index.m3u8
CCTV12HD,http://112.17.40.145/PLTV/88888888/224/3221226563/index.m3u8
CCTV13,http://112.17.40.145/PLTV/88888888/224/3221226193/index.m3u8#http://112.17.40.145/PLTV/88888888/224/3221226417/index.m3u8
